"id","item_image","item_code","item_name","item_merk","item_type","item_weight","item_length","item_width","item_height","item_hpp","item_before_sale","item_discount","item_sale","item_profit","item_description","item_warehouse_a","item_warehouse_b","item_warehouse_c","item_warehouse_d","item_stock","category_id","supplier_id","created_at","updated_at","deleted_at"
"20","1635475127_0ec865ddb08b7b3ffa7d.png","E00717","GAS STOVE 4 BURNERS WITH OVEN - SERIE 70 ","LOTUS","CF4-78GP","138","700","700","900","0","0","0","0","0",NULL,"0","0","1","0","1","3","1","2021-10-29 10:38:00","2022-02-16 17:20:00","0000-00-00 00:00:00"
"21","1635475197_7ea4ff889662ac415970.png","E00718","GAS PASTA COOKER 25 LITERS (EXCLUDE BASKET) - SERIE 70  ","LOTUS","CP-74G","61","700","400","900","0","0","0","0","0",NULL,"0","0","0","0","0","3","1","2021-10-29 10:39:00","2021-10-29 10:39:00","0000-00-00 00:00:00"
"22","1635475288_17a870efe2249c4489b6.png","E00719","GAS FRYER 13 LITERS - 1 BASKET - SERIE 70 ","LOTUS","F13-74G","61","700","700","900","0","0","0","0","0",NULL,"0","0","1","0","1","3","1","2021-10-29 10:41:00","2022-02-16 17:21:00","0000-00-00 00:00:00"
"23","1635475470_4c645842f651523bcf82.png","E00720","GAS FRYER 8 + 8 LITERS WITH 2 BASKETS â€“ SERIE 70 ","LOTUS","F2/8-74G","59","700","400","900","0","0","0","0","0",NULL,"0","0","0","0","0","3","1","2021-10-29 10:44:00","2021-10-29 10:44:00","0000-00-00 00:00:00"
"24","1635475534_1e6f982416d6c24ed29a.png","E00721","GAS FRYER 13 + 13 LITERS WITH 2 BASKETS - SERIE 70 ","LOTUS","F2/13-78G","102","700","800","900","0","0","0","0","0",NULL,"0","0","0","0","0","3","1","2021-10-29 10:45:00","2021-10-29 10:45:00","0000-00-00 00:00:00"
"25","1635475637_99945f24527db5760544.png","E00722","GAS FRY-TOP SMOOTH GRIDDLE - PORTABLE - SERIE 70 ","LOTUS","FTLT-76G","68","700","600","280","0","0","0","0","0",NULL,"0","0","0","0","0","3","1","2021-10-29 10:47:00","2021-10-29 10:47:00","0000-00-00 00:00:00"
"26","1635475688_5c8f4084219208f14d78.png","E00723","ELECTRIC SALAMANDER - OPEN ON THE FRONT SIDE ","LOTUS","SE-70M","50","370","370","380","0","0","0","0","0",NULL,"0","0","1","0","1","3","1","2021-10-29 10:48:00","2022-02-16 17:21:00","0000-00-00 00:00:00"
"27","1635476194_ca236ec9af526ae9bacb.png","E0081","UNDERCOUNTER DISHWASHER MACHINE ","OZTI","OBY 500 DS","0","595","595","830","0","0","0","0","0",NULL,"0","0","0","0","0","4","1","2021-10-29 10:56:00","2021-10-29 10:57:00","0000-00-00 00:00:00"
"28","1635476369_68438cb30e9a8c1a579d.png","E0082","UNDERCOUNTER GLASSWASHER MACHINE ","OZTI","OBY 35 PDT","0","0","0","0","0","0","0","0","0",NULL,"0","1","1","0","2","4","1","2021-10-29 10:59:00","2022-02-17 10:53:00","0000-00-00 00:00:00"
"29","1635476502_7a5388d46df60fb02b5d.png","E0083","DISHWASHING MACHINE - HOOD TYPE ","OZTI","OBM 1080 S","0","670","670","1420","0","0","0","0","0",NULL,"0","4","1","0","5","4","1","2021-10-29 11:01:00","2022-02-17 10:54:00","0000-00-00 00:00:00"
